Scores: [4.93334883034881, 6.686893599729984, 13.714956548661608, 8191.821102641224, 6706.517688107363, 4472.356599304926, 4464.356330793156, 7007.960359242574, -317.82012925719494, -560.5249271783118, -187.49404738089106, -653.9550545716432, 8338.64313973043, -800.6031963905923, 10316.81734444752, 3815.687219665273, 12599.214950896301, -632.911597574031, 6859.966617458064, 9684.777136967206, 9050.046961853548, 40.5722495561464, 43.55731785058841, 12569.912779053391, -471.6866746536332, 38.04642557441325, 43.902796185406075, 12.00625787549552, -307.53985885848925, -626.4075329605591, 5.82703461401059, 37.36598704564679, -872.7417240962347, -2397.8169505525716, 34.73213899741947, 12.231078190832465, 7.490546501490982, 56.101110155352806, -687.0962041099568, -2203.398126565676, 9.347206335057516, 18.77008714257499, -1082.766070917627, 5.461130704080423, -1237.1376944196713, 3.0966772017690554, 3.1964456769185228, 2.1689383400743276, 2.508907435424873, 5.429125958612408, 5.405537827262141, 1.9252903164111532, 6.75234598905082, 13.167662383725572, 4.805604580217506, 9.484688904199643, 15766.694127580708, 3066.6588668244667, -3365.486753747074, 23197.793887554035, 11621.702794504505, 5849.874443132158, 2184.9033187328464, 33335.413143152145, 14079.902554067088, 4504.1789688026265, 5617.885520272909, -703.6541874897797, 17003.371848272527, -53.778230755140676, 24917.713473002157, 10084.080710486987, 66567.63774918024, -235.30093988350814, 27898.60036804657, 44.27469360142873, -3707.594167496599, -1061.0915055121548, -798.7001203709317, -2908.4242311952603, 12.97823193859982, 10.579712708011012, 13.278718372351712, 49.357376177981465, 21332.599492028665, 21469.846380175495, 5197.990826190558, 2880.2618380059725, 130.01013091924608, -1063.3750920416978, 3135.1772106910835, 11913.541283494013, 6561.471958859538, -623.5902339000559, -637.2632765315747, -590.497679509041, -2110.6514070516187, -939.9277207443558, -551.9561904028926, -800.3240017721633]
Scores: [-1730.5295699781705, -1845.3222686215663, -1075.73732014588, -798.5922335914642, -1316.6761645050738, -926.9285198016777, -516.8790554794788, -877.5125992571419, -825.7484026912189, -523.4467121740461, -4514.962299880602, -483.3032910052854, -741.6383390520923, -1466.671857067171, -1056.0396498418575, -557.642640150441, -1756.1012077602263, -857.4050301213613, -1509.2748169275335, -744.3744109865049, 20026.266902152587, 23044.107958220968, 7147.650104665154, 10375.292735228462, 4545.079442663855, 17677.901933096866, -364.7380827285375, 30988.228306442976, 3911.039745661175, 31405.771834678282, 15768.054518832776, -716.9145854048521, 38602.99282895745, 29935.329308478762, 14938.464815259655, 27883.253274301234, 74981.96400167438, -450.7536135240724, 45.28605017087545, 53.31912270859277, 42.85811595163967, 43.024956201871255, -704.2159451711032, -1423.5493797372656, -4909.466066070909, -289.66672644653613, -602.2441269348546, -1657.6486966566724, -275.52616193389, -252.89417658424622, -309.7471785681951, -1937.838049750516, -1156.2578783498445, -417.8765729248603, -612.6924304849015, -490.83935799793704, -2035.2710421769643, -13.318317919338003, -4989.930113362245, -115.36610311860554, -387.79166627807166, -896.0684454757369, 3.4809677394902216, -247.97048118315527, -224.8392488346148, 45.1841860022766, -101.47558191665605, -467.61924540822895, -175.67133188708226, 46.13769820651237, -141.00644516826222, -263.8177846244869, -106.78691190777269, -308.1410547760658, -285.73484600472875, 49.12435566167095, -272.42618722554784, -95.53646806732733, -365.67589468663505, -761.1572486348027, 51.19011307988803, -2102.5538634826107, 47.39262701207098, -679.8519277860548, 46.00595063823038, 54.42361493928178, -252.42956633540192, -11.697894663799984, -1287.8453048437716, 44378.24624587097, -2439.4680274102566, -1616.7233924580958, 44.40189778395874, -375.0610965922187, 14.202704638605876, 3.0338604993307077, 55.82054238195791, -0.6700716546868379, 61.40531539277308, 9604.77897870782]
Scores: [27918.120074787177, 22047.41500396, 9935.883197296693, 10804.569175876497, 6005.9487709355735, 7923.699174320613, 8943.577109731057, 171.13365336681946, 4560.373046044932, 5538.950979955099, 3206.434184167295, 3952.1734991781836, 51133.561782536155, 39145.9752878695, 32739.627419799093, 35171.1691628072, 4943.5918639589045, 5456.709418439731, 16969.07118559066, 18491.586781430713, 49773.08575523423, 14753.48826986208, 21970.212799863162, 14920.196068184077, 28709.54202697276, 3127.149732166614, 17293.842058318198, 43973.23377398794, 17944.03123673275, 47855.39908318762, 6469.176280066198, 1677.5072974009604, 41191.86928959558, 3917.0700619223535, 12044.429133670725, 2856.216764294324, 4780.4721909399395, 51175.465341889605, 60023.70735631307, 72664.97496491112, 73476.31817056666, 4291.632278142098, 32654.84875905956, 15205.901527287542, 4270.614049075455, 6142.413791704905, 5407.030028704926, 18136.00233634525, 21585.256469213975, 7472.69001461146, 33915.11654884788, 45781.752109036475, 2074.739437934648, 8610.864763745354, -544.9518703456548, -617.8552244969909, -137.36351510328205, 39658.442888528334, 16063.526068073037, -310.5741274428749, -518.6920511521356, 3750.277516576466, -137.27516519801281, 47445.97513889298, 22793.72498484766, 16652.50762175716, 7990.962666975896, 66841.33242617376, 10988.685893800117, 20516.959961236378, 12385.305977016045, 5776.08379230416, -1394.1171304986774, -207.51749873140878, -288.15094224303687, -137.4741344097151, -137.4741344097151, -387.1330072233341, 22724.17133159005, 72573.67751728227, 60475.953049410746, 74604.5038976961, 8827.622043426545, -216.54892823143194, 16429.194864422767, 7575.1467882352135, 2724.170796957264, -1218.636636108822, -1411.7875159365194, -243.9452052864052, -450.7653739984364, -1086.000480187846, -953.9246896213141, -268.9220748905132, -1384.9569199803843, -255.68018040709174, -1632.7558624744354, 6609.0067438957385, 5952.187717814155, 18010.500267459458]
Scores: [30958.627617206435, 30706.089995277674, 66618.35975395839, 29400.22010822038, 73907.3354540322, 2755.225534738272, 2889.811157783995, 16492.221234868848, 11632.827705912303, 41485.61413780039, 65225.43093165583, 59856.33205032913, 66331.33729622919, 73830.921430186, -518.1121396663781, -873.622663227464, 32695.617781415753, 64180.37457070006, -321.49127098802023, 23723.068151577372, 10016.74421535495, 66229.56184248117, 65230.03495958313, 8128.479573907781, 14134.544334061251, -146.84096954003653, 66144.92201101077, 67962.6056047157, 78065.83624089672, 48418.69496395207, 74734.95552486226, 68861.69718657823, 79309.15515082791, 71099.31306829762, 75227.74423643417, 31685.998869376235, 81405.35756961293, 70940.11833334292, 51085.3131648525, 22818.754035059254, 35369.82088262485, 69698.96845309394, 74294.96874915631, 68153.73392576244, 69275.76551287076, 80792.22737316447, 82404.7896679896, 81405.59707938498, 79008.58367891246, 78008.97956178732, 75874.75494233033, 79440.52032847583, 81952.43388081617, 81330.43060904743, 78432.5154981845, 76477.91241580877, 73797.89400022593, 83404.0810157623, 75894.2107485227, 83199.2998372333, 80755.63136755695, 81600.41524765985, 79786.44996770006, 79305.49938343286, 78240.25473308709, 81405.55948433597, 79008.20578699921, 77409.19936034083, 74560.98079424302, 77317.78056460901, 80206.3655510945, 78207.76434944865, 80605.6177243509, 77406.61150738761, 75789.07939500592, 72813.34576129742, 72.31908613077002, 7274.969042147132, 72015.16559986639, 77209.97862969487, 77608.93464740069, 80805.43408923807, 79605.86698040561, 80805.3363482636, 78607.3132682618, 80942.88836786158, 81190.89740907043, 78608.73770751621, 81605.40472501055, 82804.66126796043, 83004.2730883392, 82204.89541643285, 81805.05875208025, 82205.17675662658, 81546.3536274615, 82004.85539921827, 82804.29911448256, 83004.12286916612, 81205.67082720765, 83004.18503199407]
Scores: [78920.01602538045, 81783.30213243431, 73410.20855430838, 80805.53987003381, 77929.62304801102, 81805.28215974194, 77010.17068279328, 81205.57181906085, 81205.5662387028, 79740.60944755374, 77990.50429890063, 81405.44426332213, 80405.8695557493, 49633.98905854104, 78207.01113859966, 75016.5728757245, 76906.63413497992, 76326.81405284598, 69765.53602027881, 78007.30781519423, 74949.19881690198, 79207.13834283146, 80006.63186251733, 80006.26096347455, 78777.68803819561, 77493.74027579949, 77201.1438241005, 77353.17418088231, 81205.47732014248, 80340.32044612744, 78979.2733555215, 80745.53509152752, 81182.61438744626, 8872.831397015865, 70974.30327205824, 80791.29763129108, 79492.80606118414, 79313.51097751809, 82204.77484553655, 83204.2589626757, 80230.83927921535, 73879.65417380302, 83004.35398049818, 83004.31475716329, 80284.36115119324, 81768.16180215614, 81206.4400277583, 80606.89804937087, 73811.99355641197, 83403.95672632888, 81805.30921979542, 81745.75389651272, 81551.65272066458, 81356.6336416337, 81353.33551225044, 82804.63795365993, 73565.31576034229, 83404.08908341554, 82770.76015179462, 81293.84077431083, 83404.0828133706, 83204.15293785822, 82790.6855786022, 82604.43975722826, 83004.281303895, 82205.13411706616, 81805.4867515023, 82004.89813134173, 82004.91543457175, 82404.61629375406, 81005.61536397727, 81379.1434087554, 81005.69956415042, 82384.53919237427, 77401.61706438156, 70458.02162788296, 77230.95155420093, 78366.39204583305, 82404.62778908182, 81405.36354664946, 82190.73044355627, 81758.89843267937, 81326.3706636294, 79678.17983338701, 76137.43527453042, 80333.5396986445, 77340.30717011252, 80118.21911110968, 74920.7792815551, 78838.45542633336, 81120.71833411955, 81753.960657565, 78667.9680291119, 80166.5706827259, 82780.9101878654, 82389.46566150393, 82173.87201654317, 81774.03715650803, 81157.65889150159, 82392.10905060383]
Scores: [82604.50916028355, 82604.51460324315, 80605.88603159151, 81805.02293823598, 80166.06762835459, 69309.01384445922, 76424.28588368997, 78414.00096311272, 81551.51867109287, 82996.75638471302, 79662.2212842718, 82374.0569380153, 81547.77581774107, 81205.52000282529, 81805.0291157068, 82404.86657029169, 83004.26000721072, 83004.318331852, 78806.69039538766, 79805.99086419518, 80805.27749539627, 80605.4369900334, 79364.02478886937, 80405.50371511848, 79801.21394645963, 81581.31352404456, 80363.36512535918, 82204.79552982218, 80405.75394947291, 82604.26111311145, 81205.4608147632, 83004.41399156481, 82804.60779159155, 82005.02248509976, 80006.58510489482, 82205.02993197466, 81205.36594358244, 80946.90329002621, 80534.70691499361, 69674.60263112289, 81798.26525698154, 79707.93374634419, 71414.5765714219, 82378.10037705248, 80097.14280236389, 82604.44321582539, 83004.184664882, 82377.23440910708, 82169.47802266444, 76249.65956550665, 83203.9926663294, 83204.07563683834, 82604.6142790931, 76413.32242067477, 82794.59012014438, 82996.61892760296, 76528.00217440464, 81800.66505989697, 76632.80882308807, 82804.45812924701, 60530.62275851261, 82581.47247665233, 83197.29049816416, 82385.95848882079, 83204.15425262744, 83403.94053511962, 81955.64889112116, 83199.27083159506, 83404.0673223058, 82799.58064827268, 82604.52313839586, 82997.42106898848, 77922.3230628893, 82204.81759815317, 83204.10709644934, 81752.29387995746, 80551.26513808162, 80976.6340555575, 81172.34574514287, 82797.32366782593, 81604.81738724267, 82604.42639291871, 81405.05422918694, 79806.38436954294, 76407.27158941592, 77407.27435251346, 77406.89321890316, 81605.21295087566, 78206.56291371577, 79806.01786809549, 78806.66447648089, 79806.17566456128, 81205.30422372038, 80805.44245589623, 81605.06803615118, 80605.6697511645, 82404.68758841362, 82797.41926369097, 81156.69455051036, 77743.42388858172]
Scores: [81136.85561528032, 82404.38505256223, 82004.77155573979, 80805.49405467419, 80592.83748003335, 76212.03318273925, 80005.46266588062, 66200.2049043271, 79399.15171337963, 79957.63714992431, 80720.65561482316, 83203.98985723022, 82404.3428630946, 82404.49360062345, 82404.40990113563, 83004.153681816, 83403.89379649494, 83403.8916859702, 82604.26664291997, 83004.21295537084, 82195.76912303522, 79710.39945226847, 59368.31832038929, 77033.8913368684, 68347.20703351777, 80206.18557058265, 79406.30613186951, 78368.28992202673, 78607.46136151397, 74529.33910111841, 79081.25282072369, 67823.57807778881, 81791.77968118511, 82193.68222062866, 82999.79095473146, 78453.75012884184, 73747.4800554592, 81587.35380305065, 78310.44435151553, 83404.08439239327, 83204.24083286196, 82597.79685532214, 46411.652331673846, 81388.16857279692, 83403.81520518329, 83203.88566678806, 83403.88151109155, 82404.62588975299, 82599.44862153397, 83004.04333165169, 83004.07374481967, 82604.5753827427, 73743.02536457738, 79516.66391234944, 79953.81707660368, 79469.44316516333, 78309.38631279371, 79370.92194915672, 79590.86741839562, 79715.6003477124, 81187.83984995924, 82599.51110098629, 82796.78733062086, 80112.12125866217, 81804.89935637872, 81805.0377691475, 81005.32148075556, 75475.24219270366, 76609.72773116198, 77711.55724998878, 74869.21654422744, 79393.28209937955, 80805.62331349243, 79207.03390904109, 80406.11302086961, 79806.11193889199, 79570.03802383515, 80378.2174401035, 81200.56742418898, 79086.14153621963, 78657.35590199991, 77889.73480231578, 81778.08136248929, 81173.5558831411, 81559.8689959979, 82985.43029636588, 83004.23538777823, 77608.81477848589, 51147.58399263016, 78583.09324959757, 81000.51837629877, 81205.34429616721, 75008.84761166327, 72210.13280593388, 77806.78426893373, 81804.99843008831, 79606.95395268087, 82004.96419135839, 82004.95163084655, 82804.08698644523]
Scores: [80606.0114900147, 82804.15352783781, 83203.83324564755, 83003.9957275877, 79794.04919736389, 80605.90849766611, 82404.41516060593, 80605.7588587489, 80405.83004078253, 81604.9717275195, 81604.92142836744, 80205.8859118406, 78606.33334529385, 81604.95059120122, 80405.64721900718, 81605.00342436855, 78206.49342352452, 79006.09798442398, 77101.58446509713, 80805.4633155366, 81604.97934564998, 81405.00978898075, 82796.5819407119, 81768.65895710164, 81557.53159052209, 82999.1942465355, 83403.93209774142, 83403.8583881351, 82395.0019477627, 82157.82613887044, 80316.4835450265, 82804.13562484992, 82604.39343682135, 83004.06531451095, 81604.730587837, 79406.04085316168, 80205.38314326305, 79805.7474809968, 80205.51448941484, 82004.5355164677, 82604.17697676281, 82204.43578071613, 81797.86131156757, 81595.13923485762, 80586.82914421835, 81977.6091846174, 80302.07508437363, 71824.55327492843, 68812.4087431876, 36452.13656480418, 72903.42606789198, 81605.69827554704, 83403.99058962098, 83404.03666439629, 82404.52411826594, 81970.40681858262, 80505.57164635253, 83204.15625379504, 83203.87710925432, 82804.08405669988, 82804.38817266333, 80605.27062212549, 80398.84894235202, 74843.99164234, 78406.7114686809, 78406.81317830569, 82204.3961026984, 82804.3751832898, 82604.51281825035, 83204.07372774283, 82797.5599075232, 80405.46299361665, 82004.84366068165, 78406.77719365979, 79406.02676838002, 79006.31785387995, 81804.66935303998, 82804.23393221945, 83204.04292922672, 83203.94813255126, 82404.41579887448, 82404.39177637099, 81405.61678123637, 79805.54562012755, 80005.72893259363, 78607.8292622593, 83204.19824912593, 83204.20515708916, 82804.42387756293, 83404.00774241664, 82790.30704342217, 81974.85787329919, 83204.10295909559, 82804.6200383869, 82804.44968780185, 83204.199633133, 82804.63359900446, 82604.42091762774, 83404.01319896286, 81804.71977359109]
Scores: [78806.4060036258, 75207.70773475734, 59025.51532872868, 66012.29115890972, 77397.2699074357, 78785.92559171795, 64817.038290403194, 74408.5360898118, 80400.57792632506, 81604.97773146073, 82604.55519141498, 82604.47582550281, 82804.60113404499, 66219.26075929878, 83404.04492700197, 79807.16889839899, 73812.57382397247, 83004.45504313138, 80406.94757059173, 83204.05196631022, 83204.00458845933, 81957.75073956623, 82597.59257948678, 80406.42855101351, 79406.0123729328, 81589.91812594951, 78547.86921073102, 74776.48786353733, 81804.99034903562, 82204.60145729841, 80605.66148174205, 82804.4405218212, 80586.56299156022, 81169.09731641479, 80787.97351221248, 82404.57108841435, 82204.7429840789, 82797.3663321425, 82597.56927152649, 81541.36269110985, 83004.32620047862, 81405.19599371005, 82604.39160837528, 83004.43180817775, 80805.26426255995, 81405.01947197987, 81405.11043668514, 80605.73178340617, 14582.982011005244, 5891.830865623424, 59363.66376711147, 76342.37522111031, 77163.64100083832, 76697.1964030705, 81405.3740088216, 81357.15163911023, 78423.26592077156, 83004.34798551528, 82404.90657783621, 77021.03662837007, 82604.56891087166, 83403.95728418365, 80550.47697438073, 80977.94024545532, 81160.78851414767, 81605.0736827653, 82604.3437495378, 80298.70667229888, 76807.84072093059, 77034.55069075966, 78401.65119610331, 76936.24101786478, 1560.7306431287366, 1333.2256737518737, 75066.87004150958, 1387.0130808209224, 82804.53631464508, 82005.01322551597, 78008.7563345242, 82204.80753672606, 72810.22363824683, 82004.92482386917, 81804.92449655214, 81805.0874162073, 81005.77298193984, 32436.860173775203, 77210.19214021525, 57830.0560112879, 78807.64210547574, 77608.91896164161, 81205.69331594976, 81804.92887467441, 82604.29412946841, 82804.25593594484, 83203.9505418591, 83004.15476920948, 83203.94664281214, 83403.83280850684, 83203.99820642063, 83204.04277448295]
Scores: [83004.22963105944, 83403.79843327562, 83004.0787876879, 83203.88578316486, 81605.60976343018, 81805.32645016057, 76611.02267134257, 82204.95068486434, 82804.39369154806, 81405.11357964337, 81005.27168530304, 81405.10976077415, 81605.21741434473, 81605.06376436118, 77407.78824212615, 80605.97254268498, 82604.40537392988, 81006.11737883788, 81804.99852993194, 82204.73421316533, 3224.5020295430745, 71465.42103130456, 77005.81426507776, 78934.97315192485, 78218.01798875853, 75474.3231415207, 79392.91606403727, 81993.05924840496, 79079.20042831165, 81364.83160397738, 82604.34595984487, 82604.38521230799, 82004.85506170403, 82404.52611680777, 82404.44755918572, 82004.84703838007, 82404.53785981443, 82004.64354223353, 81605.07518425232, 77608.05942317733, 82604.44897770995, 81005.54428313422, 77409.7375509596, 76209.98580165263, 81405.83033783978, 77409.47304949063, 82004.87449372506, 82604.25832060707, 82804.20066333568, 82604.51499553869, 80895.90882735101, 83404.05480979971, 82404.57771040985, 80966.53010531419, 79705.61261736411, 80319.83250480737, 82404.7052105186, 83004.28994110663, 82004.65588306551, 82804.29819301606, 83204.20807510838, 83404.02624898493, 82804.47173860305, 82604.50878047626, 81117.56813375681, 81404.9907284136, 80205.66949551474, 75336.42578238832, 80605.09031924901, 77424.24072491546, 79805.81422608766, 80785.95405865303, 81782.00784416375, 82004.6887513104, 81604.5617320159, 82174.15837721032, 81999.76026339341, 83204.17877128402, 82797.57551305517, 81162.25645718408, 81963.21131115663, 82777.2071507184, 82797.25921981012, 83204.15265265743, 82604.3640832215, 83004.17050315453, 82197.58964204065, 82604.31729105138, 82604.54302938159, 80006.37218759744, 55030.52969772172, 67617.90977280476, 82999.6382126437, 83403.80825944863, 80881.81446329314, 1375.9825626450265, 82804.33041703847, 67617.8013335155, 82804.30662773017, 81805.0196338961]
